Tile,OrcTile,1,0,0
Tile,OrcTile,0,0,1
Tile,OrcTile,1,0,2
Tile,OrcTile,1,0,3
Tile,OrcTile,2,0,4
Tile,OrcTile,1,0,5
Tile,OrcTile,1,0,6
Tile,OrcTile,2,0,7
Tile,OrcTile,0,0,8
Tile,OrcTile,2,0,9
Tile,OrcTile,1,0,10
Tile,OrcTile,2,0,11
Tile,OrcTile,1,0,12
Tile,OrcTile,1,0,13
Tile,HumanTile,0,0,14
Tile,HumanTile,0,0,15
Tile,HumanTile,2,0,16
Tile,HumanTile,0,0,17
Tile,HumanTile,1,0,18
Tile,HumanTile,2,0,19
Tile,HumanTile,0,0,20
Tile,HumanTile,1,0,21
Tile,HumanTile,2,0,22
Tile,HumanTile,1,0,23
Tile,HumanTile,1,0,24
Tile,HumanTile,1,0,25
Tile,HumanTile,2,0,26
Tile,HumanTile,0,0,27
Tile,OrcTile,0,1,0
Tile,OrcTile,1,1,1
Tile,OrcTile,1,1,2
Tile,OrcTile,1,1,3
Tile,OrcTile,2,1,4
Tile,OrcTile,2,1,5
Tile,OrcTile,2,1,6
Tile,OrcTile,0,1,7
Tile,OrcTile,0,1,8
Tile,OrcTile,2,1,9
Tile,OrcTile,0,1,10
Tile,OrcTile,1,1,11
Tile,OrcTile,0,1,12
Tile,OrcTile,1,1,13
Tile,HumanTile,0,1,14
Tile,HumanTile,0,1,15
Tile,HumanTile,0,1,16
Tile,HumanTile,0,1,17
Tile,HumanTile,0,1,18
Tile,HumanTile,0,1,19
Tile,HumanTile,2,1,20
Tile,HumanTile,2,1,21
Tile,HumanTile,0,1,22
Tile,HumanTile,1,1,23
Tile,HumanTile,1,1,24
Tile,HumanTile,0,1,25
Tile,HumanTile,2,1,26
Tile,HumanTile,0,1,27
Tile,OrcTile,2,2,0
Tile,OrcTile,2,2,1
Tile,OrcTile,1,2,2
Tile,OrcTile,1,2,3
Tile,OrcTile,0,2,4
Tile,OrcTile,1,2,5
Tile,OrcTile,0,2,6
Tile,OrcTile,0,2,7
Tile,OrcTile,1,2,8
Tile,OrcTile,1,2,9
Tile,OrcTile,0,2,10
Tile,OrcTile,1,2,11
Tile,OrcTile,1,2,12
Tile,OrcTile,0,2,13
Tile,HumanTile,2,2,14
Tile,HumanTile,0,2,15
Tile,HumanTile,2,2,16
Tile,HumanTile,1,2,17
Tile,HumanTile,0,2,18
Tile,HumanTile,2,2,19
Tile,HumanTile,1,2,20
Tile,HumanTile,2,2,21
Tile,HumanTile,1,2,22
Tile,HumanTile,2,2,23
Tile,HumanTile,2,2,24
Tile,HumanTile,0,2,25
Tile,HumanTile,1,2,26
Tile,HumanTile,0,2,27
Tile,OrcTile,1,3,0
Tile,OrcTile,0,3,1
Tile,OrcTile,2,3,2
Tile,OrcTile,1,3,3
Tile,OrcTile,1,3,4
Tile,OrcTile,1,3,5
Tile,OrcTile,1,3,6
Tile,OrcTile,2,3,7
Tile,OrcTile,2,3,8
Tile,OrcTile,0,3,9
Tile,OrcTile,1,3,10
Tile,OrcTile,2,3,11
